"field_name","Point_count_ID","Site","Species_common_name","Est_distance","PC_time","Time_of_day","Audio_visual","Notes"
3144,"18_06_12_1","Riparian 2",NA,45,"0:19:00","10:19:00 AM","A","? JA302"
3145,"18_06_12_2","Riparian 2","Flycatcher",27,"0:01:01","11:01:01 AM","A","Grey-chested FC? Tidudu tidu"
3146,"18_06_12_2","Riparian 2","Ashy Tailorbird",40,"0:11:32","11:11:32 AM","A",NA
3147,"18_06_12_3","Riparian 2","Green Iora",40,"0:06:14","12:06:14 PM","A",NA
3148,"18_06_12_3","Riparian 2",NA,20,"0:12:10","12:12:10 PM","A","High-pitched tsiet"
3149,"18_06_12_3","Riparian 2","Pycnonotidae",20,"0:16:14","12:16:14 PM","A",NA
3150,"18_06_12_4","Riparian 2","Green Iora",25,"0:01:32","1:01:32 PM","A",NA
3151,"18_06_12_4","Riparian 2","Green Iora",15,"0:04:50","1:04:50 PM","A",NA
3152,"18_06_12_4","Riparian 2","Black-naped Monarch",30,"0:10:06","1:10:06 PM","A",NA
3153,"18_06_12_4","Riparian 2","Yellow-rumped Flowerpecker",40,"0:10:10","1:10:10 PM","A",NA
3154,"18_06_12_5","Riparian 2","Black-and-yellow Broadbill",30,"0:00:07","2:00:07 PM","A",NA
3155,"18_06_12_5","Riparian 2","Green Iora",25,"0:00:46","2:00:46 PM","A",NA
3156,"18_06_12_5","Riparian 2","Black-naped Monarch",7,"0:05:45","2:05:45 PM","V",NA
3157,"18_06_12_5","Riparian 2","Black-naped Monarch",7,"0:05:45","2:05:45 PM","V",NA
3158,"18_06_12_5","Riparian 2","Black-naped Monarch",7,"0:05:45","2:05:45 PM","V",NA
3159,"18_06_12_5","Riparian 2","Black-and-yellow Broadbill",35,"0:08:35","2:08:35 PM","A",NA
3160,"18_06_12_5","Riparian 2","Little Spiderhunter",4,"0:10:00","2:10:00 PM","V",NA
3161,"18_06_12_5","Riparian 2","Yellow-rumped Flowerpecker",20,"0:10:57","2:10:57 PM","A",NA
3162,"18_06_12_6","Riparian 2","Little Spiderhunter",3,"0:16:44","3:16:44 PM","A",NA
3163,"18_06_12_6","Riparian 2","Flowerpecker",30,"0:17:41","3:17:41 PM","A",NA
3164,"18_06_13_1","E1 648","Dark-throated Oriole",3,"0:00:10","9:20:10 AM","V",NA
3165,"18_06_13_1","E1 648","Dark-throated Oriole",3,"0:00:10","9:20:10 AM","V",NA
3166,"18_06_13_1","E1 648","Black-crowned Pitta",70,"0:00:20","9:20:20 AM","A",NA
3167,"18_06_13_1","E1 648",NA,NA,"0:00:54","9:20:54 AM","A",NA
3168,"18_06_13_1","E1 648","Pycnonotus",4,"0:00:54","9:20:54 AM","A","pritprit Bulbul"
3169,"18_06_13_1","E1 648","Great Argus",100,"0:01:20","9:21:20 AM","A",NA
3170,"18_06_13_1","E1 648","Fluffy-backed Tit-babbler",60,"0:01:25","9:21:25 AM","A",NA
3171,"18_06_13_1","E1 648","Fluffy-backed Tit-babbler",60,"0:01:25","9:21:25 AM","A",NA
3172,"18_06_13_1","E1 648","Little Spiderhunter",7,"0:01:35","9:21:35 AM","A",NA
3173,"18_06_13_1","E1 648","Chestnut-winged Babbler",40,"0:01:40","9:21:40 AM","A",NA
3174,"18_06_13_1","E1 648","Bold-striped Tit-babbler",50,"0:01:55","9:21:55 AM","A",NA
3175,"18_06_13_1","E1 648","Black-headed Bulbul",13,"0:02:00","9:22:00 AM","A",NA
3176,"18_06_13_1","E1 648","Black-headed Bulbul",13,"0:02:00","9:22:00 AM","A",NA
3177,"18_06_13_1","E1 648","Orange-backed Woodpecker",4,"0:02:10","9:22:10 AM","V",NA
3178,"18_06_13_1","E1 648","Orange-backed Woodpecker",4,"0:02:10","9:22:10 AM","V",NA
3179,"18_06_13_1","E1 648","Dark-necked Tailorbird",25,"0:02:33","9:22:33 AM","A",NA
3180,"18_06_13_1","E1 648","White-crowned Shama",16,"0:03:17","9:23:17 AM","A",NA
3181,"18_06_13_1","E1 648","Babbler",15,"0:04:33","9:24:33 AM","A",NA
3182,"18_06_13_1","E1 648","Chestnut-winged Babbler",15,"0:04:35","9:24:35 AM","A",NA
3183,"18_06_13_1","E1 648","Black-capped Babbler",15,"0:04:46","9:24:46 AM","A",NA
3184,"18_06_13_1","E1 648","Chestnut-winged Babbler",30,"0:05:27","9:25:27 AM","A",NA
3185,"18_06_13_1","E1 648","Bold-striped Tit-babbler",70,"0:06:00","9:26:00 AM","A",NA
3186,"18_06_13_1","E1 648","Bold-striped Tit-babbler",70,"0:06:00","9:26:00 AM","A",NA
3187,"18_06_13_1","E1 648","Blue-eared Barbet",30,"0:07:00","9:27:00 AM","A",NA
3188,"18_06_13_1","E1 648",NA,6,"0:07:22","9:27:22 AM","A",NA
3189,"18_06_13_1","E1 648","Prionochilus",7,"0:13:11","9:33:11 AM","A",NA
3190,"18_06_13_1","E1 648","Orthotomus",16,"0:13:24","9:33:24 AM","A",NA
3191,"18_06_13_1","E1 648","Short-tailed Babbler",15,"0:13:50","9:33:50 AM","A",NA
3192,"18_06_13_1","E1 648","Great Argus",40,"0:14:27","9:34:27 AM","A",NA
3193,"18_06_13_1","E1 648","Little Spiderhunter",1,"0:15:09","9:35:09 AM","V",NA
3194,"18_06_13_1","E1 648","Rufous-tailed Tailorbird",16,"0:16:34","9:36:34 AM","A",NA
3195,"18_06_13_1","E1 648",NA,15,"0:19:16","9:39:16 AM","A",NA
3196,"18_06_13_1","E1 648","Raffles's Malkoha",18,"0:19:54","9:39:54 AM","A",NA
3197,"18_06_13_2","E1 648","Orange-backed Woodpecker",4,"0:00:10","10:00:10 AM","A",NA
3198,"18_06_13_2","E1 648","Orange-backed Woodpecker",4,"0:00:10","10:00:10 AM","A",NA
3199,"18_06_13_2","E1 648","Black-crowned Pitta",70,"0:00:20","10:00:20 AM","A",NA
3200,"18_06_13_2","E1 648","Pycnonotus",12,"0:00:30","10:00:30 AM","A","pritprit Bulbul"
3201,"18_06_13_2","E1 648","Fluffy-backed Tit-babbler",41,"0:00:35","10:00:35 AM","A",NA
3202,"18_06_13_2","E1 648","Bronzed Drongo",7,"0:00:48","10:00:48 AM","V",NA
3203,"18_06_13_2","E1 648","Chestnut-necklaced Partridge",51,"0:01:00","10:01:00 AM","A",NA
3204,"18_06_13_2","E1 648","Bold-striped Tit-babbler",25,"0:01:20","10:01:20 AM","A",NA
3205,"18_06_13_2","E1 648","Little Spiderhunter",10,"0:01:32","10:01:32 AM","A",NA
3206,"18_06_13_2","E1 648","Prionochilus",21,"0:02:05","10:02:05 AM","A",NA
3207,"18_06_13_2","E1 648","Black-and-yellow Broadbill",21,"0:02:25","10:02:25 AM","V",NA
3208,"18_06_13_2","E1 648","Helmeted Hornbill",100,"0:02:40","10:02:40 AM","A",NA
3209,"18_06_13_2","E1 648","Orthotomus",15,"0:02:50","10:02:50 AM","A",NA
3210,"18_06_13_2","E1 648","Picidae",17,"0:03:40","10:03:40 AM","A",NA
3211,"18_06_13_2","E1 648","Black-headed Bulbul",14,"0:03:52","10:03:52 AM","V",NA
3212,"18_06_13_2","E1 648","Black-headed Bulbul",14,"0:03:52","10:03:52 AM","V",NA
3213,"18_06_13_2","E1 648","Spectacled Bulbul",10,"0:05:16","10:05:16 AM","A",NA
3214,"18_06_13_2","E1 648","Lesser Green Leafbird",12,"0:06:23","10:06:23 AM","V",NA
3215,"18_06_13_2","E1 648","Lesser Green Leafbird",12,"0:06:23","10:06:23 AM","V",NA
3216,"18_06_13_2","E1 648","Yellow-breasted Flowerpecker",15,"0:06:45","10:06:45 AM","V",NA
3217,"18_06_13_2","E1 648","Yellow-breasted Flowerpecker",15,"0:06:45","10:06:45 AM","V",NA
3218,"18_06_13_2","E1 648","Helmeted Hornbill",31,"0:07:50","10:07:50 AM","V","flying over: likely the same as the one heard at minute 0:2:40"
3219,"18_06_13_2","E1 648","Bornean Banded Pitta",18,"0:10:04","10:10:04 AM","A",NA
3220,"18_06_13_2","E1 648","Bronzed Drongo",4,"0:10:29","10:10:29 AM","A",NA
3221,"18_06_13_2","E1 648","Babbler",11,"0:10:54","10:10:54 AM","A",NA
3222,"18_06_13_2","E1 648","Asian Red-eyed Bulbul",8,"0:15:07","10:15:07 AM","A",NA
3223,"18_06_13_2","E1 648","Great Argus",41,"0:16:20","10:16:20 AM","A",NA
3224,"18_06_13_2","E1 648","Ashy Tailorbird",4,"0:17:00","10:17:00 AM","V",NA
3225,"18_06_13_3","E1 648","Black-crowned Pitta",70,"0:00:30","11:00:30 AM","A",NA
3226,"18_06_13_3","E1 648",NA,17,"0:01:10","11:01:10 AM","A",NA
3227,"18_06_13_3","E1 648","Black-headed Bulbul",11,"0:01:20","11:01:20 AM","A",NA
3228,"18_06_13_3","E1 648","Fluffy-backed Tit-babbler",60,"0:01:25","11:01:25 AM","A",NA
3229,"18_06_13_3","E1 648","Bold-striped Tit-babbler",70,"0:01:36","11:01:36 AM","A",NA
3230,"18_06_13_3","E1 648","Bold-striped Tit-babbler",70,"0:01:36","11:01:36 AM","A",NA
3231,"18_06_13_3","E1 648","Chestnut-winged Babbler",60,"0:01:43","11:01:43 AM","A",NA
3232,"18_06_13_3","E1 648","Helmeted Hornbill",200,"0:01:55","11:01:55 AM","A",NA
3233,"18_06_13_3","E1 648","Fluffy-backed Tit-babbler",41,"0:02:39","11:02:39 AM","A",NA
3234,"18_06_13_3","E1 648","Blue-eared Barbet",41,"0:02:49","11:02:49 AM","A",NA
3235,"18_06_13_3","E1 648","Dark-necked Tailorbird",16,"0:07:11","11:07:11 AM","A",NA
3236,"18_06_13_3","E1 648","Short-tailed Babbler",31,"0:09:32","11:09:32 AM","A",NA
3237,"18_06_13_3","E1 648","Little Spiderhunter",5,"0:13:24","11:13:24 AM","A",NA
3238,"18_06_13_3","E1 648","Spectacled Bulbul",8,"0:14:23","11:14:23 AM","A",NA
3239,"18_06_13_3","E1 648","Rufous-tailed Tailorbird",31,"0:15:19","11:15:19 AM","A",NA
3240,"18_06_13_3","E1 648","Chestnut-backed Scimitar Babbler",60,"0:15:50","11:15:50 AM","A",NA
3241,"18_06_13_3","E1 648","Orthotomus",26,"0:16:38","11:16:38 AM","A",NA
3242,"18_06_13_3","E1 648",NA,30,"0:18:01","11:18:01 AM","A","Bug or bird?"
3243,"18_06_13_4","E1 648","Black-and-yellow Broadbill",15,"0:00:30","12:00:30 PM","A",NA
3244,"18_06_13_4","E1 648","Great Argus",200,"0:00:40","12:00:40 PM","A",NA
3245,"18_06_13_4","E1 648","Bold-striped Tit-babbler",40,"0:01:10","12:01:10 PM","A",NA
3246,"18_06_13_4","E1 648","Spectacled Bulbul",15,"0:01:59","12:01:59 PM","A","piequickclip"
3247,"18_06_13_4","E1 648","Spectacled Bulbul",15,"0:01:59","12:01:59 PM","A",NA
3248,"18_06_13_4","E1 648","Black-headed Bulbul",25,"0:02:16","12:02:16 PM","A",NA
3249,"18_06_13_4","E1 648","Black-headed Bulbul",25,"0:02:16","12:02:16 PM","A",NA
3250,"18_06_13_4","E1 648","Black-and-yellow Broadbill",12,"0:05:56","12:05:56 PM","A",NA
3251,"18_06_13_4","E1 648","Ruby-cheeked Sunbird",15,"0:08:50","12:08:50 PM","V",NA
3252,"18_06_13_4","E1 648","Ruby-cheeked Sunbird",15,"0:08:50","12:08:50 PM","V",NA
3253,"18_06_13_4","E1 648","Bushy-crested Hornbill",70,"0:11:53","12:11:53 PM","A",NA
3254,"18_06_13_4","E1 648","Dark-necked Tailorbird",14,"0:12:44","12:12:44 PM","A",NA
3255,"18_06_13_4","E1 648","Deer",60,"0:15:48","12:15:48 PM","A",NA
3256,"18_06_13_4","E1 648","Yellow-rumped Flowerpecker",16,"0:15:55","12:15:55 PM","V",NA
3257,"18_06_13_4","E1 648","Black-capped Babbler",20,"0:16:46","12:16:46 PM","A",NA
3258,"18_06_13_4","E1 648","Orange-bellied Flowerpecker",25,"0:19:20","12:19:20 PM","V",NA
3259,"18_06_13_4","E1 648","Spectacled Bulbul",13,"0:19:55","12:19:55 PM","A",NA
3260,"18_06_13_4","E1 648",NA,14,NA,NA,"A",NA
3261,"18_06_13_5","E1 648","Black-crowned Pitta",80,"0:00:20","1:00:20 PM","A",NA
3262,"18_06_13_5","E1 648","Wreathed Hornbill",30,"0:00:30","1:00:30 PM","V",NA
3263,"18_06_13_5","E1 648","Wreathed Hornbill",30,"0:00:30","1:00:30 PM","V",NA
3264,"18_06_13_5","E1 648","Fluffy-backed Tit-babbler",40,"0:00:50","1:00:50 PM","A",NA
3265,"18_06_13_5","E1 648","Greater Coucal",50,"0:01:15","1:01:15 PM","A",NA
3266,"18_06_13_5","E1 648","Spectacled Bulbul",15,"0:01:25","1:01:25 PM","A",NA
3267,"18_06_13_5","E1 648","Black-headed Bulbul",16,"0:02:00","1:02:00 PM","A",NA
3268,"18_06_13_5","E1 648","Little Spiderhunter",5,"0:03:45","1:03:45 PM","A",NA
3269,"18_06_13_6","E1 648","Black-headed Bulbul",20,"0:00:30","2:00:30 PM","A",NA
3270,"18_06_13_6","E1 648","Black-headed Bulbul",20,"0:00:30","2:00:30 PM","A",NA
3271,"18_06_13_6","E1 648","Great Argus",100,"0:00:40","2:00:40 PM","A",NA
3272,"18_06_13_6","E1 648","Black-crowned Pitta",70,"0:00:53","2:00:53 PM","A",NA
3273,"18_06_13_6","E1 648","Chestnut-winged Babbler",70,"0:01:00","2:01:00 PM","A",NA
3274,"18_06_13_6","E1 648","Black-headed Bulbul",15,"0:01:20","2:01:20 PM","A",NA
3275,"18_06_13_6","E1 648","Black-headed Bulbul",15,"0:01:20","2:01:20 PM","A",NA
3276,"18_06_13_6","E1 648","Black-headed Bulbul",15,"0:01:20","2:01:20 PM","A",NA
3277,"18_06_13_6","E1 648","Spectacled Bulbul",15,"0:01:20","2:01:20 PM","A",NA
3278,"18_06_13_6","E1 648","Black-and-yellow Broadbill",35,"0:01:31","2:01:31 PM","A",NA
3279,"18_06_13_6","E1 648","Little Spiderhunter",3,"0:01:48","2:01:48 PM","A",NA
3280,"18_06_13_6","E1 648","Bornean Orang-utan",80,"0:02:26","2:02:26 PM","A",NA
3281,"18_06_13_6","E1 648","Slender-billed Crow",60,"0:02:44","2:02:44 PM","A",NA
3282,"18_06_13_6","E1 648","Yellow-rumped Flowerpecker",10,"0:04:05","2:04:05 PM","A",NA
3283,"18_06_13_6","E1 648","Fluffy-backed Tit-babbler",45,"0:04:13","2:04:13 PM","A",NA
3284,"18_06_13_6","E1 648",NA,6,"0:06:19","2:06:19 PM","A","Hihihihihi also at 18:34"
3285,"18_06_13_6","E1 648",NA,18,"0:08:35","2:08:35 PM","A",NA
3286,"18_06_13_6","E1 648","Little Spiderhunter",12,"0:08:40","2:08:40 PM","A",NA
3287,"18_06_13_6","E1 648","Bold-striped Tit-babbler",60,"0:08:56","2:08:56 PM","A",NA
3288,"18_06_13_6","E1 648","Leafbird",10,"0:11:45","2:11:45 PM","A",NA
3289,"18_06_13_6","E1 648","Little Spiderhunter",12,"0:18:45","2:18:45 PM","A",NA
3290,"18_06_13_6","E1 648","Asian Red-eyed Bulbul",7,"0:19:03","2:19:03 PM","A",NA
3291,"18_06_14_1","C Matrix","Bold-striped Tit-babbler",14,"0:00:10","9:20:10 AM","A",NA
3292,"18_06_14_1","C Matrix","Bold-striped Tit-babbler",14,"0:00:10","9:20:10 AM","A",NA
3293,"18_06_14_1","C Matrix","Bold-striped Tit-babbler",14,"0:00:10","9:20:10 AM","A",NA
3294,"18_06_14_1","C Matrix","Spectacled Bulbul",16,"0:00:20","9:20:20 AM","A",NA
3295,"18_06_14_1","C Matrix","Spectacled Bulbul",16,"0:00:20","9:20:20 AM","A",NA
3296,"18_06_14_1","C Matrix","White-crowned Shama",26,"0:00:30","9:20:30 AM","A",NA
3297,"18_06_14_1","C Matrix","Slender-billed Crow",50,"0:00:40","9:20:40 AM","A",NA
3298,"18_06_14_1","C Matrix","Orthotomus",20,"0:00:51","9:20:51 AM","A",NA
3299,"18_06_14_1","C Matrix","King Quail",14,"0:01:00","9:21:00 AM","A",NA
3300,"18_06_14_1","C Matrix","Bold-striped Tit-babbler",20,"0:01:20","9:21:20 AM","A",NA
3301,"18_06_14_1","C Matrix","Malaysian Pied Fantail",10,"0:01:32","9:21:32 AM","A",NA
3302,"18_06_14_1","C Matrix","Fluffy-backed Tit-babbler",36,"0:01:51","9:21:51 AM","A",NA
3303,"18_06_14_1","C Matrix","Malaysian Pied Fantail",4,"0:02:00","9:22:00 AM","V",NA
3304,"18_06_14_1","C Matrix","Rufous-tailed Tailorbird",25,"0:02:12","9:22:12 AM","A",NA
3305,"18_06_14_1","C Matrix","Chestnut-breasted Malkoha",3,"0:03:08","9:23:08 AM","V",NA
3306,"18_06_14_1","C Matrix","Black-crowned Pitta",40,"0:03:35","9:23:35 AM","A",NA
3307,"18_06_14_1","C Matrix","Ashy Tailorbird",5,"0:04:30","9:24:30 AM","V",NA
3308,"18_06_14_1","C Matrix","Blue-crowned Hanging Parrot",8,"0:05:50","9:25:50 AM","AV",NA
3309,"18_06_14_1","C Matrix","Yellow-bellied Prinia",8,"0:06:38","9:26:38 AM","A",NA
3310,"18_06_14_1","C Matrix","Yellow-bellied Prinia",8,"0:06:38","9:26:38 AM","A",NA
3311,"18_06_14_1","C Matrix","Pycnonotidae",6,"0:09:04","9:29:04 AM","A",NA
3312,"18_06_14_1","C Matrix","Pycnonotidae",6,"0:09:04","9:29:04 AM","A",NA
3313,"18_06_14_1","C Matrix","Greater Coucal",40,"0:10:11","9:30:11 AM","A",NA
3314,"18_06_14_1","C Matrix","Greater Coucal",40,"0:10:11","9:30:11 AM","A",NA
3315,"18_06_14_1","C Matrix","Blue-crowned Hanging Parrot",15,"0:11:16","9:31:16 AM","V",NA
3316,"18_06_14_1","C Matrix","Crimson Sunbird",4,"0:12:50","9:32:50 AM","V","male"
3317,"18_06_14_1","C Matrix","Greater Coucal",15,"0:16:26","9:36:26 AM","V",NA
3318,"18_06_14_1","C Matrix","Crimson Sunbird",16,"0:16:31","9:36:31 AM","A","female"
3319,"18_06_14_1","C Matrix","Asian Red-eyed Bulbul",20,"0:18:56","9:38:56 AM","A",NA
3320,"18_06_14_1","C Matrix","Spectacled Bulbul",25,"0:19:19","9:39:19 AM","A",NA
3321,"18_06_14_2","C Matrix","Yellow-bellied Prinia",7,"0:00:10","10:00:10 AM","A",NA
3322,"18_06_14_2","C Matrix","Dark-necked Tailorbird",16,"0:00:30","10:00:30 AM","A",NA
3323,"18_06_14_2","C Matrix","Bold-striped Tit-babbler",12,"0:00:40","10:00:40 AM","A",NA
3324,"18_06_14_2","C Matrix","Black-crowned Pitta",60,"0:01:00","10:01:00 AM","A",NA
3325,"18_06_14_2","C Matrix","White-crowned Shama",26,"0:01:23","10:01:23 AM","A",NA
3326,"18_06_14_2","C Matrix","Spectacled Bulbul",16,"0:01:40","10:01:40 AM","A",NA
3327,"18_06_14_2","C Matrix","Eagle",60,"0:01:51","10:01:51 AM","A","Hee-hi"
3328,"18_06_14_2","C Matrix","Eagle",60,"0:01:51","10:01:51 AM","A","Hee-hi"
3329,"18_06_14_2","C Matrix","Black-headed Bulbul",15,"0:02:41","10:02:41 AM","A",NA
3330,"18_06_14_2","C Matrix","Black-headed Bulbul",15,"0:02:41","10:02:41 AM","A",NA
3331,"18_06_14_2","C Matrix","Black-headed Bulbul",15,"0:02:41","10:02:41 AM","A",NA
3332,"18_06_14_2","C Matrix","Blue-crowned Hanging Parrot",17,"0:03:21","10:03:21 AM","V",NA
3333,"18_06_14_2","C Matrix","Bold-striped Tit-babbler",15,"0:04:33","10:04:33 AM","A",NA
3334,"18_06_14_2","C Matrix","Bold-striped Tit-babbler",15,"0:04:33","10:04:33 AM","A",NA
3335,"18_06_14_2","C Matrix","Blue-crowned Hanging Parrot",4,"0:06:07","10:06:07 AM","AV",NA
3336,"18_06_14_2","C Matrix","Chestnut Munia",2,"0:07:38","10:07:38 AM","V",NA
3337,"18_06_14_2","C Matrix","Chestnut Munia",2,"0:07:38","10:07:38 AM","V",NA
3338,"18_06_14_2","C Matrix","Chestnut-winged Babbler",40,"0:07:58","10:07:58 AM","A",NA
3339,"18_06_14_2","C Matrix","Chestnut-winged Babbler",35,"0:08:30","10:08:30 AM","A",NA
3340,"18_06_14_2","C Matrix","Pycnonotidae",15,"0:09:38","10:09:38 AM","A",NA
3341,"18_06_14_2","C Matrix","Blue-eared Barbet",50,"0:10:08","10:10:08 AM","A",NA
3342,"18_06_14_2","C Matrix","Ashy Tailorbird",15,"0:17:13","10:17:13 AM","A",NA
3343,"18_06_14_2","C Matrix","Greater Coucal",20,"0:19:59","10:19:59 AM","A",NA
3344,"18_06_14_3","C Matrix","Swift",70,"0:00:00","11:00:00 AM","A",NA
3345,"18_06_14_3","C Matrix","Swift",70,"0:00:00","11:00:00 AM","A",NA
3346,"18_06_14_3","C Matrix","Swift",70,"0:00:00","11:00:00 AM","A",NA
3347,"18_06_14_3","C Matrix","Swift",70,"0:00:00","11:00:00 AM","A",NA
3348,"18_06_14_3","C Matrix","Swift",70,"0:00:00","11:00:00 AM","A",NA
3349,"18_06_14_3","C Matrix","Yellow-bellied Prinia",6,"0:00:33","11:00:33 AM","A",NA
3350,"18_06_14_3","C Matrix","Bold-striped Tit-babbler",25,"0:00:38","11:00:38 AM","A",NA
3351,"18_06_14_3","C Matrix","White-crowned Shama",50,"0:00:50","11:00:50 AM","A",NA
3352,"18_06_14_3","C Matrix",NA,25,"0:01:14","11:01:14 AM","A","whitwhitwhitwhitwhit… Fast"
3353,"18_06_14_3","C Matrix","Blue-eared Barbet",40,"0:01:54","11:01:54 AM","A",NA
3354,"18_06_14_3","C Matrix","Spectacled Bulbul",20,"0:02:02","11:02:02 AM","A",NA
3355,"18_06_14_3","C Matrix","Rufous-tailed Tailorbird",35,"0:02:20","11:02:20 AM","A",NA
3356,"18_06_14_3","C Matrix","Rufous-tailed Tailorbird",35,"0:02:20","11:02:20 AM","A",NA
3357,"18_06_14_3","C Matrix","Black-headed Bulbul",30,"0:02:44","11:02:44 AM","A",NA
3358,"18_06_14_3","C Matrix","Bold-striped Tit-babbler",35,"0:03:39","11:03:39 AM","A",NA
3359,"18_06_14_3","C Matrix","Asian Red-eyed Bulbul",18,"0:03:48","11:03:48 AM","A",NA
3360,"18_06_14_3","C Matrix","Spectacled Bulbul",15,"0:04:39","11:04:39 AM","A",NA
3361,"18_06_14_3","C Matrix","Yellow-bellied Prinia",12,"0:06:08","11:06:08 AM","A",NA
3362,"18_06_14_3","C Matrix","Black-crowned Pitta",70,"0:07:08","11:07:08 AM","A",NA
3363,"18_06_14_3","C Matrix","Black-headed Bulbul",12,"0:07:52","11:07:52 AM","A",NA
3364,"18_06_14_3","C Matrix","Black-headed Bulbul",13,"0:11:20","11:11:20 AM","A",NA
3365,"18_06_14_3","C Matrix","Orthotomus",8,"0:11:36","11:11:36 AM","A","Tzeetzee: both Ashy and Dark-necked make this sound"
3366,"18_06_14_3","C Matrix","Sunbird",4,"0:15:14","11:15:14 AM","A",NA
3367,"18_06_14_3","C Matrix","Dark-necked Tailorbird",18,"0:16:08","11:16:08 AM","A",NA
3368,"18_06_14_3","C Matrix","Yellow-bellied Prinia",30,"0:16:21","11:16:21 AM","A",NA
3369,"18_06_14_3","C Matrix","Rufous-tailed Tailorbird",60,"0:16:52","11:16:52 AM","A",NA
3370,"18_06_14_3","C Matrix","Malaysian Pied Fantail",20,"0:16:59","11:16:59 AM","A",NA
3371,"18_06_14_3","C Matrix","Slender-billed Crow",150,"0:17:07","11:17:07 AM","A",NA
3372,"18_06_14_4","C Matrix","White-crowned Shama",20,"0:00:10","12:00:10 PM","A",NA
3373,"18_06_14_4","C Matrix","White-crowned Shama",20,"0:00:20","12:00:20 PM","A",NA
3374,"18_06_14_4","C Matrix","Pycnonotidae",12,"0:00:30","12:00:30 PM","A",NA
3375,"18_06_14_4","C Matrix","Greater Coucal",40,"0:00:40","12:00:40 PM","A",NA
3376,"18_06_14_4","C Matrix","Black-headed Bulbul",20,"0:00:57","12:00:57 PM","A",NA
3377,"18_06_14_4","C Matrix","Yellow-bellied Prinia",25,"0:01:18","12:01:18 PM","A",NA
3378,"18_06_14_4","C Matrix","Plaintive Cuckoo",28,"0:01:32","12:01:32 PM","A",NA
3379,"18_06_14_4","C Matrix","Spectacled Bulbul",18,"0:01:40","12:01:40 PM","A",NA
3380,"18_06_14_4","C Matrix","Rufous-tailed Tailorbird",20,"0:01:45","12:01:45 PM","A",NA
3381,"18_06_14_4","C Matrix","Chestnut-winged Babbler",25,"0:01:50","12:01:50 PM","A",NA
3382,"18_06_14_4","C Matrix",NA,28,"0:01:54","12:01:54 PM","A",NA
3383,"18_06_14_4","C Matrix","Bold-striped Tit-babbler",18,"0:02:07","12:02:07 PM","A",NA
3384,"18_06_14_4","C Matrix","Spectacled Bulbul",20,"0:02:35","12:02:35 PM","A",NA
3385,"18_06_14_4","C Matrix","Chestnut Munia",12,"0:02:56","12:02:56 PM","V",NA
3386,"18_06_14_4","C Matrix","Southern Pig-tailed Macaque",50,"0:03:18","12:03:18 PM","AV",NA
3387,"18_06_14_4","C Matrix","Southern Pig-tailed Macaque",50,"0:03:18","12:03:18 PM","AV",NA
3388,"18_06_14_4","C Matrix","Southern Pig-tailed Macaque",50,"0:03:18","12:03:18 PM","AV",NA
3389,"18_06_14_4","C Matrix","Southern Pig-tailed Macaque",50,"0:03:18","12:03:18 PM","AV",NA
3390,"18_06_14_4","C Matrix","Yellow-vented Bulbul",15,"0:08:08","12:08:08 PM","A",NA
3391,"18_06_14_4","C Matrix","Black-headed Bulbul",25,"0:08:30","12:08:30 PM","A",NA
3392,"18_06_14_4","C Matrix","Dark-necked Tailorbird",15,"0:09:20","12:09:20 PM","A",NA
3393,"18_06_14_4","C Matrix","Ashy Tailorbird",30,"0:09:28","12:09:28 PM","A",NA
3394,"18_06_14_4","C Matrix","Rufous-tailed Tailorbird",15,"0:09:43","12:09:43 PM","A",NA
3395,"18_06_14_4","C Matrix","Malaysian Pied Fantail",7,"0:10:02","12:10:02 PM","A",NA
3396,"18_06_14_4","C Matrix","Lesser Coucal",40,"0:14:35","12:14:35 PM","A",NA
3397,"18_06_14_4","C Matrix","Slender-billed Crow",100,"0:17:37","12:17:37 PM","A",NA
3398,"18_06_14_5","C Matrix","Black-headed Bulbul",3,"0:00:52","1:00:52 PM","V",NA
3399,"18_06_14_5","C Matrix","Bold-striped Tit-babbler",35,"0:01:30","1:01:30 PM","A",NA
3400,"18_06_14_5","C Matrix","Dark-necked Tailorbird",20,"0:01:34","1:01:34 PM","A",NA
3401,"18_06_14_5","C Matrix","Yellow-bellied Prinia",15,"0:01:56","1:01:56 PM","A",NA
3402,"18_06_14_5","C Matrix","White-crowned Shama",40,"0:02:10","1:02:10 PM","A",NA
3403,"18_06_14_5","C Matrix","White-crowned Shama",40,"0:02:10","1:02:10 PM","A",NA
3404,"18_06_14_5","C Matrix","Yellow-bellied Prinia",7,"0:03:10","1:03:10 PM","AV",NA
3405,"18_06_14_5","C Matrix","Spectacled Bulbul",15,"0:03:11","1:03:11 PM","A",NA
3406,"18_06_14_5","C Matrix","Rufous-tailed Tailorbird",50,"0:03:18","1:03:18 PM","A",NA
3407,"18_06_14_5","C Matrix","Greater Coucal",25,"0:03:58","1:03:58 PM","A",NA
3408,"18_06_14_5","C Matrix","Bold-striped Tit-babbler",30,"0:04:00","1:04:00 PM","A",NA
3409,"18_06_14_5","C Matrix","Plaintive Cuckoo",7,"0:04:08","1:04:08 PM","A",NA
3410,"18_06_14_5","C Matrix","Malaysian Pied Fantail",20,"0:04:41","1:04:41 PM","A",NA
